test,UniqueID,Gene.Name,logFC,P.Value,Adj.P.Value
DEG.wk52,ENSG00000023330,ALAS1,-0.102264028,0.003987758,0.023838397
DEG.wk52,ENSG00000023445,BIRC3,0.068669252,0.291208314,0.489280735
DEG.wk52,ENSG00000023516,AKAP11,0.092739315,0.02935536,0.105764519
DEG.wk52,ENSG00000023572,GLRX2,0.044473873,0.194055132,0.377343307
DEG.wk52,ENSG00000023608,SNAPC1,-0.000340874,0.995898171,0.998212035
DEG.wk52,ENSG00000023697,DERA,0.020234798,0.50790354,0.687538606
DEG.wk52,ENSG00000023734,STRAP,0.080820061,0.011414592,0.052895395
DEG.wk52,ENSG00000023839,ABCC2,-0.16588871,1.37e-05,0.000218508
DEG.wk52,ENSG00000023892,DEF6,-0.115104831,0.000259419,0.002666143
DEG.wk52,ENSG00000023902,PLEKHO1,-0.028441437,0.320630692,0.520658496
DEG.wk52,ENSG00000023909,GCLM,0.089080251,0.027496559,0.101056828
DEG.wk52,ENSG00000024048,UBR2,0.055639623,0.171798104,0.349085168
DEG.wk52,ENSG00000024526,DEPDC1,-0.376002089,0.001248221,0.009526754
DEG.wk52,ENSG00000024862,CCDC28A,-0.008633684,0.806919999,0.890630084
DEG.wk52,ENSG00000025039,RRAGD,-0.214640042,3.47e-05,0.000481908
DEG.wk52,ENSG00000025156,HSF2,0.149026956,0.001245426,0.009513438
DEG.wk52,ENSG00000025293,PHF20,0.084740049,0.000101775,0.001219613
DEG.wk52,ENSG00000025434,NR1H3,-0.035815515,0.396812247,0.59356403
DEG.wk52,ENSG00000025708,TYMP,-0.527177151,4.9e-17,4.51e-15
DEG.wk52,ENSG00000025770,NCAPH2,0.017688117,0.634777934,0.781031275
DEG.wk52,ENSG00000025772,TOMM34,-0.037030913,0.277830736,0.474325365
DEG.wk52,ENSG00000025796,SEC63,0.063495986,0.059190386,0.173314811
DEG.wk52,ENSG00000025800,KPNA6,-0.007265333,0.791455352,0.881345924
DEG.wk52,ENSG00000026025,VIM,0.042814549,0.272531233,0.468950555
DEG.wk52,ENSG00000026036,RTEL1-TNFRSF6B,-0.08657082,0.31877068,0.51926692
DEG.wk52,ENSG00000026103,FAS,-0.024269431,0.615373763,0.76742771
DEG.wk52,ENSG00000026297,RNASET2,-0.006913085,0.858832273,0.922652266
DEG.wk52,ENSG00000026508,CD44,0.105556052,0.000829633,0.006901796
DEG.wk52,ENSG00000026559,KCNG1,0.233925991,0.021994665,0.08573524
DEG.wk52,ENSG00000026652,AGPAT4,0.022710825,0.508336121,0.68770541
DEG.wk52,ENSG00000026751,SLAMF7,0.0498496,0.243001245,0.436193734
DEG.wk52,ENSG00000026950,BTN3A1,-0.301124218,1.89e-18,1.96e-16
DEG.wk52,ENSG00000027001,MIPEP,0.044717019,0.226118156,0.416757022
DEG.wk52,ENSG00000027075,PRKCH,0.070632345,0.010442875,0.049636529
DEG.wk52,ENSG00000027697,IFNGR1,0.028242662,0.6655276,0.801464325
DEG.wk52,ENSG00000027847,B4GALT7,-0.035296608,0.368524857,0.566497148
DEG.wk52,ENSG00000027869,SH2D2A,-0.057233165,0.207154868,0.394020475
DEG.wk52,ENSG00000028116,VRK2,-0.106070388,0.017483216,0.072257843
DEG.wk52,ENSG00000028137,TNFRSF1B,-0.152223097,0.00116746,0.009066952
DEG.wk52,ENSG00000028203,VEZT,0.075617954,0.016989357,0.070749288
DEG.wk52,ENSG00000028277,POU2F2,-0.112127519,0.016226742,0.068374961
DEG.wk52,ENSG00000028310,BRD9,-0.011141411,0.678887535,0.810700801
DEG.wk52,ENSG00000028528,SNX1,-0.002121456,0.892739712,0.942741044
DEG.wk52,ENSG00000028839,TBPL1,0.080659611,0.028757219,0.104204854
DEG.wk52,ENSG00000029153,ARNTL2,-0.171280337,0.007495947,0.038783286
DEG.wk52,ENSG00000029363,BCLAF1,0.137535895,0.000596249,0.005239296
DEG.wk52,ENSG00000029364,SLC39A9,0.062955373,0.001580728,0.011525641
DEG.wk52,ENSG00000029534,ANK1,-0.108774724,0.283500188,0.480788086
DEG.wk52,ENSG00000029639,TFB1M,0.046910602,0.109972848,0.261736245
DEG.wk52,ENSG00000029725,RABEP1,0.00906705,0.77531669,0.870921457
DEG.wk52,ENSG00000029993,HMGB3,-0.075745903,0.312060397,0.512204215
DEG.wk52,ENSG00000030066,NUP160,-0.013542448,0.598320538,0.755415638
DEG.wk52,ENSG00000030110,BAK1,-0.188615163,7.44e-06,0.000128335
DEG.wk52,ENSG00000030419,IKZF2,0.006065916,0.902611247,0.94836009
DEG.wk52,ENSG00000030582,GRN,-0.336695937,1.52e-07,4.13e-06
DEG.wk52,ENSG00000031003,FAM13B,0.033672178,0.250351994,0.44384812
DEG.wk52,ENSG00000031081,ARHGAP31,-0.094725519,0.017813357,0.073254702
DEG.wk52,ENSG00000031691,CENPQ,0.049659382,0.632440673,0.779549856
DEG.wk52,ENSG00000031698,SARS1,0.050484893,0.082348609,0.215836025
DEG.wk52,ENSG00000031823,RANBP3,-0.064974536,0.03532885,0.120505166
DEG.wk52,ENSG00000032219,ARID4A,0.034788909,0.490518435,0.673778661
DEG.wk52,ENSG00000032389,EIPR1,-0.05316885,0.031001663,0.110182918
DEG.wk52,ENSG00000032444,PNPLA6,-0.066168749,0.177509626,0.35653441
DEG.wk52,ENSG00000032742,IFT88,0.065832707,0.086257924,0.221814834
DEG.wk52,ENSG00000033011,ALG1,-0.037462222,0.21344159,0.400908321
DEG.wk52,ENSG00000033030,ZCCHC8,0.053815984,0.003165334,0.019914128
DEG.wk52,ENSG00000033050,ABCF2,0.007464442,0.798007276,0.885106136
DEG.wk52,ENSG00000033100,CHPF2,-0.103546713,0.011406396,0.052884465
DEG.wk52,ENSG00000033122,LRRC7,-0.011463857,0.836194484,0.908981861
DEG.wk52,ENSG00000033170,FUT8,0.033771169,0.320736078,0.52073629
DEG.wk52,ENSG00000033178,UBA6,0.016598754,0.696322683,0.822302713
DEG.wk52,ENSG00000033327,GAB2,-0.196098662,0.000750624,0.006318359
DEG.wk52,ENSG00000033627,ATP6V0A1,-0.168117188,4.8e-06,8.75e-05
DEG.wk52,ENSG00000033800,PIAS1,-0.05564159,0.122481273,0.281200987
DEG.wk52,ENSG00000033867,SLC4A7,0.146250164,0.000716931,0.006093588
DEG.wk52,ENSG00000034053,APBA2,0.114800704,0.050712262,0.155769113
DEG.wk52,ENSG00000034152,MAP2K3,-0.096765989,0.233429605,0.425848847
DEG.wk52,ENSG00000034510,TMSB10,-0.043225508,0.395211491,0.591965717
DEG.wk52,ENSG00000034533,ASTE1,0.069228391,0.011705829,0.053722877
DEG.wk52,ENSG00000034677,RNF19A,0.019962553,0.538648271,0.710793387
DEG.wk52,ENSG00000034693,PEX3,0.063895071,0.172602255,0.350210555
DEG.wk52,ENSG00000034713,GABARAPL2,0.187329859,0.000713902,0.006085821
DEG.wk52,ENSG00000035115,SH3YL1,0.07832852,0.019753464,0.079219347
DEG.wk52,ENSG00000035141,FAM136A,0.012481787,0.719740662,0.837059591
DEG.wk52,ENSG00000035403,VCL,0.0701592,0.211452331,0.398596003
DEG.wk52,ENSG00000035499,DEPDC1B,-0.257119047,0.002077001,0.014352852
DEG.wk52,ENSG00000035664,DAPK2,0.058751924,0.346752198,0.547711889
DEG.wk52,ENSG00000035681,NSMAF,0.004181473,0.878602714,0.934456596
DEG.wk52,ENSG00000035687,ADSS2,0.043079726,0.175026209,0.353426934
DEG.wk52,ENSG00000035720,STAP1,-0.208626825,0.00374876,0.022747418
DEG.wk52,ENSG00000035862,TIMP2,-0.185903015,0.002763507,0.017953382
DEG.wk52,ENSG00000035928,RFC1,0.026939471,0.404922815,0.600343383
DEG.wk52,ENSG00000036054,TBC1D23,0.076597237,0.074929225,0.202845156
DEG.wk52,ENSG00000036257,CUL3,0.074720331,0.065632329,0.186072942
DEG.wk52,ENSG00000036448,MYOM2,0.128809718,0.23872525,0.431166547
DEG.wk52,ENSG00000036549,AC118549.1,0.052979724,0.220502396,0.409688568
DEG.wk52,ENSG00000037042,TUBG2,-0.121425682,0.016231151,0.06837764
DEG.wk52,ENSG00000037241,RPL26L1,-0.031314118,0.769712473,0.867947402
DEG.wk52,ENSG00000037280,FLT4,0.064193965,0.335388183,0.535881701
DEG.wk52,ENSG00000037474,NSUN2,0.003696123,0.84654911,0.915465433
DEG.wk52,ENSG00000037637,FBXO42,-0.008344826,0.700991383,0.825207106
DEG.wk52,ENSG00000037749,MFAP3,0.00231108,0.942719157,0.970885103
DEG.wk52,ENSG00000037757,MRI1,0.048259474,0.180749021,0.360802391
DEG.wk52,ENSG00000037897,METTL1,0.023048194,0.687863183,0.816575575
DEG.wk52,ENSG00000038002,AGA,0.071572528,0.020047655,0.080097785
DEG.wk52,ENSG00000038210,PI4K2B,-0.196412991,0.000227582,0.002378059
DEG.wk52,ENSG00000038219,BOD1L1,0.021351439,0.606939636,0.761514965
DEG.wk52,ENSG00000038274,MAT2B,0.076470053,0.020429756,0.08124819
DEG.wk52,ENSG00000038358,EDC4,-0.019247427,0.564923347,0.731393077
DEG.wk52,ENSG00000038382,TRIO,-0.00273031,0.938726343,0.968905002
DEG.wk52,ENSG00000038427,VCAN,-0.121546645,0.019664302,0.078931655
DEG.wk52,ENSG00000038532,CLEC16A,-0.0733364,0.021303784,0.083822641
DEG.wk52,ENSG00000038945,MSR1,-0.213026116,0.003786176,0.02291843
DEG.wk52,ENSG00000039068,CDH1,-0.065724199,0.455832398,0.646211346
DEG.wk52,ENSG00000039123,MTREX,0.094359328,0.089526539,0.227507904
DEG.wk52,ENSG00000039319,ZFYVE16,0.01570915,0.765765161,0.865708805
DEG.wk52,ENSG00000039523,RIPOR1,-0.061571942,0.27080611,0.467041301
DEG.wk52,ENSG00000039650,PNKP,-0.057817878,0.190198192,0.372602555
DEG.wk52,ENSG00000040199,PHLPP2,-0.0369604,0.405457806,0.600792442
DEG.wk52,ENSG00000040275,SPDL1,0.035529932,0.481076024,0.666189026
DEG.wk52,ENSG00000040341,STAU2,0.04901836,0.166862291,0.342359626
DEG.wk52,ENSG00000040487,SLC66A1,-0.165611397,0.000253228,0.002620349
DEG.wk52,ENSG00000040531,CTNS,-0.049978912,0.135320991,0.300059643
DEG.wk52,ENSG00000040608,RTN4R,-0.09124666,0.377606784,0.575421963
DEG.wk52,ENSG00000040633,PHF23,-0.014056588,0.63475535,0.781031275
DEG.wk52,ENSG00000040933,INPP4A,0.01552603,0.414379132,0.608389555
DEG.wk52,ENSG00000041353,RAB27B,0.184827098,0.014580339,0.063216358
DEG.wk52,ENSG00000041357,PSMA4,-0.035227914,0.504060644,0.684740951
DEG.wk52,ENSG00000041515,MYO16,-0.02804034,0.72572001,0.840534445
DEG.wk52,ENSG00000041802,LSG1,0.054455699,0.026703399,0.098924327
DEG.wk52,ENSG00000041880,PARP3,-0.027615269,0.48896155,0.672559886
DEG.wk52,ENSG00000041988,THAP3,0.01356515,0.667337883,0.802674927
DEG.wk52,ENSG00000042062,RIPOR3,-0.213259153,0.033188432,0.115354151
DEG.wk52,ENSG00000042088,TDP1,0.055322397,0.041070913,0.133880707
DEG.wk52,ENSG00000042286,AIFM2,-0.075618358,0.065170491,0.185227315
DEG.wk52,ENSG00000042317,SPATA7,0.185028484,0.000184366,0.002002714
DEG.wk52,ENSG00000042429,MED17,-0.022392397,0.188199654,0.370610753
DEG.wk52,ENSG00000042445,RETSAT,-0.047997866,0.083381878,0.217443328
DEG.wk52,ENSG00000042493,CAPG,-0.205680197,2.15e-06,4.27e-05
DEG.wk52,ENSG00000042753,AP2S1,-0.033499802,0.50299514,0.684165523
DEG.wk52,ENSG00000042832,TG,0.095988313,0.096007965,0.238754915
DEG.wk52,ENSG00000042980,ADAM28,0.011782107,0.777402351,0.872342848
DEG.wk52,ENSG00000043093,DCUN1D1,0.181549322,0.01539435,0.065754413
DEG.wk52,ENSG00000043143,JADE2,-0.131962383,3.91e-05,0.000533984
DEG.wk52,ENSG00000043462,LCP2,-0.140660983,9.58e-06,0.000160812
DEG.wk52,ENSG00000043514,TRIT1,0.044007037,0.135629049,0.30053264
DEG.wk52,ENSG00000043591,ADRB1,-0.292341393,0.008968855,0.04447364
DEG.wk52,ENSG00000044090,CUL7,-0.078897482,0.027000182,0.099765354
DEG.wk52,ENSG00000044115,CTNNA1,-0.074694412,0.108890171,0.259910553
DEG.wk52,ENSG00000044446,PHKA2,0.048462738,0.08493761,0.219701818
DEG.wk52,ENSG00000044459,CNTLN,-0.093170683,0.049959555,0.153922323
DEG.wk52,ENSG00000044574,HSPA5,-0.020505951,0.608234494,0.762038501
DEG.wk52,ENSG00000046647,GEMIN8,0.036367235,0.299849897,0.498396404
DEG.wk52,ENSG00000046651,OFD1,0.032766286,0.285135814,0.48263601
DEG.wk52,ENSG00000047056,WDR37,0.075933221,0.000344137,0.003352371
DEG.wk52,ENSG00000047188,YTHDC2,0.068035616,0.051988257,0.158742034
DEG.wk52,ENSG00000047230,CTPS2,0.011463369,0.712847566,0.832973368
DEG.wk52,ENSG00000047249,ATP6V1H,-0.020617601,0.397106675,0.593906384
DEG.wk52,ENSG00000047315,POLR2B,0.152296509,7.92e-05,0.000988437
DEG.wk52,ENSG00000047346,FAM214A,0.102080952,0.020135952,0.080361964
DEG.wk52,ENSG00000047365,ARAP2,0.005787144,0.895659668,0.944555256
DEG.wk52,ENSG00000047410,TPR,0.055883313,0.181398111,0.3617381
DEG.wk52,ENSG00000047578,KIAA0556,-0.056345666,0.114721775,0.268940852
DEG.wk52,ENSG00000047579,DTNBP1,-0.113039848,0.000877304,0.007241856
DEG.wk52,ENSG00000047597,XK,-0.212797806,0.099408794,0.244214457
DEG.wk52,ENSG00000047621,C12orf4,0.035311472,0.368241912,0.566302428
DEG.wk52,ENSG00000047634,SCML1,0.080145193,0.143924714,0.311506201
DEG.wk52,ENSG00000047644,WWC3,-0.057984408,0.18294882,0.363473536
DEG.wk52,ENSG00000047648,ARHGAP6,0.03800187,0.679427489,0.811226973
DEG.wk52,ENSG00000047849,MAP4,-0.070648975,0.049427853,0.152751709
DEG.wk52,ENSG00000047932,GOPC,0.071185385,0.040068738,0.131665845
DEG.wk52,ENSG00000048028,USP28,0.061905048,0.039678003,0.130880344
DEG.wk52,ENSG00000048052,HDAC9,-0.003741967,0.925169748,0.961962048
DEG.wk52,ENSG00000048140,TSPAN17,-0.030542258,0.362198716,0.561056555
DEG.wk52,ENSG00000048162,NOP16,-0.060611492,0.160495529,0.334243422
DEG.wk52,ENSG00000048342,CC2D2A,0.189314201,0.05139138,0.157379832
DEG.wk52,ENSG00000048392,RRM2B,0.034559207,0.520914586,0.697403227
DEG.wk52,ENSG00000048405,ZNF800,0.109513167,0.005755792,0.031621949
DEG.wk52,ENSG00000048462,TNFRSF17,-0.235332464,0.062073682,0.179037414
DEG.wk52,ENSG00000048471,SNX29,-0.058341985,0.051807548,0.158403808
DEG.wk52,ENSG00000048544,MRPS10,0.053375376,0.098574225,0.243032715
DEG.wk52,ENSG00000048649,RSF1,0.035485562,0.261502119,0.456601802
DEG.wk52,ENSG00000048707,VPS13D,-0.031891454,0.194862653,0.378547916
DEG.wk52,ENSG00000048740,CELF2,-0.081375258,0.030091983,0.107836743
DEG.wk52,ENSG00000048828,FAM120A,-0.072510858,0.003904004,0.023446024
DEG.wk52,ENSG00000048991,R3HDM1,-0.008964803,0.77175521,0.869130005
DEG.wk52,ENSG00000049089,COL9A2,-0.414139405,2.05e-06,4.09e-05
DEG.wk52,ENSG00000049130,KITLG,-0.150468061,0.203605646,0.388820689
DEG.wk52,ENSG00000049167,ERCC8,0.066402804,0.156612157,0.329232588
DEG.wk52,ENSG00000049192,ADAMTS6,-0.043667199,0.404526105,0.599965339
DEG.wk52,ENSG00000049239,H6PD,-0.023444771,0.563296935,0.730028871
DEG.wk52,ENSG00000049245,VAMP3,0.034861734,0.375974659,0.573569492
DEG.wk52,ENSG00000049246,PER3,0.030819062,0.462393293,0.651734673
DEG.wk52,ENSG00000049247,UTS2,0.137016067,0.08853962,0.22581503
DEG.wk52,ENSG00000049249,TNFRSF9,0.519094989,1.57e-17,1.49e-15
DEG.wk52,ENSG00000049323,LTBP1,0.199606427,0.046697512,0.146919989
DEG.wk52,ENSG00000049449,RCN1,0.05544303,0.148165955,0.317577277
DEG.wk52,ENSG00000049541,RFC2,-0.059413426,0.053577316,0.16174065
DEG.wk52,ENSG00000049618,ARID1B,0.002505106,0.919995971,0.95867305
DEG.wk52,ENSG00000049656,CLPTM1L,-0.04032229,0.153548004,0.325396057
DEG.wk52,ENSG00000049759,NEDD4L,-0.075354306,0.184341227,0.365035923
DEG.wk52,ENSG00000049769,PPP1R3F,-0.067625922,0.23124469,0.423267252
DEG.wk52,ENSG00000049860,HEXB,-0.09233722,0.003710128,0.022591258
DEG.wk52,ENSG00000049883,PTCD2,0.041467743,0.23527434,0.427824744
DEG.wk52,ENSG00000050030,NEXMIF,0.052888447,0.440056424,0.632105783
DEG.wk52,ENSG00000050130,JKAMP,0.035417905,0.311560351,0.511522472
DEG.wk52,ENSG00000050165,DKK3,0.209101524,0.012825176,0.05761948
DEG.wk52,ENSG00000050327,ARHGEF5,-0.12617175,0.504668593,0.685251302
DEG.wk52,ENSG00000050344,NFE2L3,-0.065185272,0.163761777,0.338584603
DEG.wk52,ENSG00000050393,MCUR1,-0.005733365,0.874298362,0.932051534
DEG.wk52,ENSG00000050405,LIMA1,0.187580148,6.01e-06,0.000106202
DEG.wk52,ENSG00000050426,LETMD1,0.010737215,0.623928869,0.774047735
DEG.wk52,ENSG00000050438,SLC4A8,0.001751925,0.965698755,0.982699405
DEG.wk52,ENSG00000050555,LAMC3,0.043376382,0.721956144,0.838802397
DEG.wk52,ENSG00000050628,PTGER3,0.269474117,0.00673629,0.035701788
DEG.wk52,ENSG00000050730,TNIP3,0.150847177,0.030589779,0.109084079
DEG.wk52,ENSG00000050748,MAPK9,0.042107626,0.037470163,0.125749561
DEG.wk52,ENSG00000051009,FAM160A2,0.001061506,0.980826312,0.989714727
DEG.wk52,ENSG00000051108,HERPUD1,0.02151175,0.344426106,0.545702748
DEG.wk52,ENSG00000051128,HOMER3,-0.068298992,0.22696286,0.417708487
DEG.wk52,ENSG00000051180,RAD51,-0.428692409,1.47e-07,4.01e-06
DEG.wk52,ENSG00000051341,POLQ,-0.283432143,1.47e-05,0.000232598
DEG.wk52,ENSG00000051382,PIK3CB,0.036613602,0.326478316,0.526708273
DEG.wk52,ENSG00000051523,CYBA,-0.101858583,0.0865381,0.222345977
DEG.wk52,ENSG00000051596,THOC3,0.009815985,0.813650063,0.89446217
DEG.wk52,ENSG00000051620,HEBP2,-0.147407826,0.000217871,0.002291121
DEG.wk52,ENSG00000051825,MPHOSPH9,0.026231321,0.439470943,0.631715919
DEG.wk52,ENSG00000052126,PLEKHA5,0.241778736,2.02e-08,6.51e-07
DEG.wk52,ENSG00000052723,SIKE1,0.048384944,0.251559889,0.445292461
DEG.wk52,ENSG00000052749,RRP12,0.093153192,0.04529338,0.143686078
DEG.wk52,ENSG00000052795,FNIP2,-0.08989145,0.002312821,0.015601638
DEG.wk52,ENSG00000052802,MSMO1,0.106979512,0.007898331,0.040278598
DEG.wk52,ENSG00000052841,TTC17,0.007227517,0.727427267,0.841758504
DEG.wk52,ENSG00000053108,FSTL4,-0.131279053,0.250038715,0.44350969
DEG.wk52,ENSG00000053254,FOXN3,-0.000830913,0.977579879,0.988490977
DEG.wk52,ENSG00000053371,AKR7A2,0.054285985,0.144561162,0.312230741
DEG.wk52,ENSG00000053372,MRTO4,-0.00756763,0.852178365,0.91897511
DEG.wk52,ENSG00000053501,USE1,0.11603408,0.001283264,0.00973744
DEG.wk52,ENSG00000053524,MCF2L2,-0.055226531,0.25820656,0.452780925
DEG.wk52,ENSG00000053770,AP5M1,0.086177864,0.05504002,0.164795461
DEG.wk52,ENSG00000053900,ANAPC4,-0.012740863,0.699301579,0.824160616
DEG.wk52,ENSG00000053918,KCNQ1,-0.056336697,0.227286909,0.418092855
DEG.wk52,ENSG00000054116,TRAPPC3,-0.016085464,0.486470506,0.670701499
DEG.wk52,ENSG00000054118,THRAP3,0.009115926,0.759983144,0.861989218
DEG.wk52,ENSG00000054148,PHPT1,-0.085652757,0.054162346,0.16304495
DEG.wk52,ENSG00000054219,LY75,0.163964965,2.8e-07,7.03e-06
DEG.wk52,ENSG00000054267,ARID4B,-0.03772238,0.332894535,0.533201967
DEG.wk52,ENSG00000054277,OPN3,0.027521426,0.413319875,0.607424998
DEG.wk52,ENSG00000054282,SDCCAG8,0.021131259,0.768792351,0.867550361
DEG.wk52,ENSG00000054356,PTPRN,-0.190675978,0.191987235,0.374729797
DEG.wk52,ENSG00000054392,HHAT,0.072595642,0.081827562,0.21490558
DEG.wk52,ENSG00000054523,KIF1B,-0.062663763,0.24331388,0.436580982
DEG.wk52,ENSG00000054611,TBC1D22A,-0.024564878,0.471471303,0.658095782
DEG.wk52,ENSG00000054654,SYNE2,0.178649616,1.14e-07,3.18e-06
DEG.wk52,ENSG00000054793,ATP9A,0.202152427,0.005144871,0.028959278
DEG.wk52,ENSG00000054965,FAM168A,-0.076068359,0.002642334,0.017321438
DEG.wk52,ENSG00000054967,RELT,-0.139568587,0.003697161,0.022539903
DEG.wk52,ENSG00000054983,GALC,-0.040781833,0.18118604,0.361474329
DEG.wk52,ENSG00000055044,NOP58,0.058107718,0.267946,0.464274034
DEG.wk52,ENSG00000055070,SZRD1,-0.02738832,0.362083121,0.561021385
DEG.wk52,ENSG00000055118,KCNH2,0.009203869,0.916333915,0.956617551
DEG.wk52,ENSG00000055130,CUL1,-0.168528595,3.08e-07,7.69e-06
DEG.wk52,ENSG00000055147,FAM114A2,0.031672413,0.232544204,0.424787624
DEG.wk52,ENSG00000055163,CYFIP2,0.116306721,1.61e-05,0.000251514
DEG.wk52,ENSG00000055208,TAB2,-0.036476304,0.239679304,0.432329448
DEG.wk52,ENSG00000055211,GINM1,0.065807792,0.048908684,0.151586802
DEG.wk52,ENSG00000055332,EIF2AK2,-1.204658431,2.84e-53,1.77e-50
DEG.wk52,ENSG00000055483,USP36,0.002675216,0.946357721,0.972555152
DEG.wk52,ENSG00000055609,KMT2C,-0.073991374,0.055803122,0.166326166
DEG.wk52,ENSG00000055732,MCOLN3,0.058969988,0.451471392,0.64229037
DEG.wk52,ENSG00000055917,PUM2,0.080015373,0.006396827,0.034382707
DEG.wk52,ENSG00000055950,MRPL43,0.048028056,0.105260636,0.253451448
DEG.wk52,ENSG00000055955,ITIH4,-0.140513753,0.016848556,0.070438162
DEG.wk52,ENSG00000055957,ITIH1,-0.013391557,0.905952916,0.950600005
DEG.wk52,ENSG00000056050,HPF1,0.064229834,0.276229394,0.472749635
DEG.wk52,ENSG00000056097,ZFR,0.07409762,0.007532335,0.038913276
DEG.wk52,ENSG00000056277,ZNF280C,0.002886165,0.936055947,0.968284012
DEG.wk52,ENSG00000056558,TRAF1,0.115197109,0.006393299,0.034373943
DEG.wk52,ENSG00000056586,RC3H2,-0.010380004,0.728480329,0.842492825
DEG.wk52,ENSG00000056972,TRAF3IP2,-0.165815853,3.12e-09,1.17e-07
DEG.wk52,ENSG00000057019,DCBLD2,0.24580671,1.8e-05,0.000274478
DEG.wk52,ENSG00000057252,SOAT1,0.104763517,0.000810902,0.006770848
DEG.wk52,ENSG00000057294,PKP2,0.18133553,0.013219061,0.058764339
DEG.wk52,ENSG00000057468,MSH4,-0.024211259,0.758779583,0.861531976
DEG.wk52,ENSG00000057608,GDI2,0.081163446,0.027888082,0.102143553
DEG.wk52,ENSG00000057657,PRDM1,-0.063376792,0.090184427,0.228708983
DEG.wk52,ENSG00000057663,ATG5,0.045813438,0.341333054,0.542319679
DEG.wk52,ENSG00000057704,TMCC3,-0.207056499,0.000742038,0.006265139
DEG.wk52,ENSG00000057757,PITHD1,0.260149292,0.00040798,0.00386015
DEG.wk52,ENSG00000057935,MTA3,0.007245065,0.838491995,0.91006568
DEG.wk52,ENSG00000058056,USP13,0.148808137,4.63e-05,0.000619548
DEG.wk52,ENSG00000058063,ATP11B,0.076174502,0.132266612,0.295613512
DEG.wk52,ENSG00000058091,CDK14,-0.132193016,0.011423256,0.05290848
DEG.wk52,ENSG00000058262,SEC61A1,-0.01111244,0.688524158,0.816932043
DEG.wk52,ENSG00000058272,PPP1R12A,0.043425985,0.326287293,0.52663455
DEG.wk52,ENSG00000058453,CROCC,-0.032848031,0.599744957,0.7567154
DEG.wk52,ENSG00000058600,POLR3E,-0.018022504,0.600591719,0.757093375
DEG.wk52,ENSG00000058668,ATP2B4,-0.006085663,0.881481661,0.935706029
DEG.wk52,ENSG00000058673,ZC3H11A,-0.007997607,0.85016229,0.917456256
DEG.wk52,ENSG00000058729,RIOK2,0.105805798,0.10282637,0.249824273
DEG.wk52,ENSG00000058799,YIPF1,-0.062157129,0.151394019,0.322036656
DEG.wk52,ENSG00000058804,NDC1,0.056617594,0.090986112,0.230119677
DEG.wk52,ENSG00000058866,DGKG,-0.102942044,0.023345734,0.089580975
DEG.wk52,ENSG00000059122,FLYWCH1,-0.079327024,0.157199384,0.330084093
DEG.wk52,ENSG00000059145,UNKL,-0.12161367,0.016620839,0.069671622
DEG.wk52,ENSG00000059377,TBXAS1,0.051874747,0.278869926,0.47529235
DEG.wk52,ENSG00000059378,PARP12,-0.976256183,5.49e-49,2.92e-46
DEG.wk52,ENSG00000059573,ALDH18A1,0.032141876,0.369431944,0.567448544
DEG.wk52,ENSG00000059588,TARBP1,0.000273359,0.993709171,0.996860343
DEG.wk52,ENSG00000059691,GATB,-0.053681254,0.080255396,0.212284309
DEG.wk52,ENSG00000059728,MXD1,-0.232197761,0.000181988,0.001979257
DEG.wk52,ENSG00000059758,CDK17,-0.233711078,1.2e-09,4.87e-08
DEG.wk52,ENSG00000059769,DNAJC25,0.082939954,0.129007922,0.290805492
DEG.wk52,ENSG00000059804,SLC2A3,-0.17809139,0.003458159,0.021363243
DEG.wk52,ENSG00000059915,PSD,0.044257367,0.604561313,0.760064282
DEG.wk52,ENSG00000060069,CTDP1,-0.089562201,0.117469945,0.273402432
DEG.wk52,ENSG00000060138,YBX3,-0.008967975,0.921890049,0.959873911
DEG.wk52,ENSG00000060140,STYK1,0.120167823,0.041748492,0.135562889
DEG.wk52,ENSG00000060237,WNK1,-0.018803588,0.731149651,0.844555688
DEG.wk52,ENSG00000060339,CCAR1,0.012567232,0.64464248,0.787505197
DEG.wk52,ENSG00000060491,OGFR,-0.210555237,0.000212552,0.002244304
DEG.wk52,ENSG00000060558,GNA15,-0.205708226,0.000109991,0.001304268
DEG.wk52,ENSG00000060642,PIGV,-0.000605977,0.976728006,0.987960405
DEG.wk52,ENSG00000060656,PTPRU,-0.717079378,4.15e-08,1.25e-06
DEG.wk52,ENSG00000060688,SNRNP40,0.028776845,0.288680904,0.486613573
DEG.wk52,ENSG00000060749,QSER1,-0.063100759,0.130159018,0.292074111
DEG.wk52,ENSG00000060762,MPC1,0.029326089,0.365225783,0.563480455
DEG.wk52,ENSG00000060971,ACAA1,-0.070696405,0.023954192,0.091086257
DEG.wk52,ENSG00000060982,BCAT1,0.168882288,0.007545952,0.03896412
DEG.wk52,ENSG00000061273,HDAC7,-0.063741132,0.158076306,0.331004806
DEG.wk52,ENSG00000061337,LZTS1,-0.103770779,0.349847765,0.550442138
DEG.wk52,ENSG00000061676,NCKAP1,0.210702648,2.95e-05,0.000420055
DEG.wk52,ENSG00000061794,MRPS35,0.038033799,0.331178744,0.531358157
DEG.wk52,ENSG00000061918,GUCY1B1,0.193594143,0.020956064,0.082832225
DEG.wk52,ENSG00000061936,SFSWAP,0.012668325,0.505205239,0.685576222
