test,UniqueID,Gene.Name,logFC,P.Value,Adj.P.Value
DEG.wk52,ENSG00000133818,RRAS2,0.095976016,0.04008138,0.131676118
DEG.wk52,ENSG00000133835,HSD17B4,-0.00114279,0.971742011,0.98534158
DEG.wk52,ENSG00000133858,ZFC3H1,-0.037240645,0.331916193,0.532023134
DEG.wk52,ENSG00000133872,SARAF,0.066364445,0.010269627,0.049070511
DEG.wk52,ENSG00000133874,RNF122,-0.081764707,0.10830355,0.258987992
DEG.wk52,ENSG00000133884,DPF2,-0.041209043,0.197071395,0.381325994
DEG.wk52,ENSG00000133895,MEN1,0.008304986,0.843470866,0.913445019
DEG.wk52,ENSG00000133935,ERG28,0.016809039,0.609520614,0.762739869
DEG.wk52,ENSG00000133943,DGLUCY,-0.148718728,0.000491179,0.004470283
DEG.wk52,ENSG00000133961,NUMB,-0.085897487,0.09351056,0.234897802
DEG.wk52,ENSG00000133962,CATSPERB,-0.077070579,0.632555419,0.779591672
DEG.wk52,ENSG00000133983,COX16,0.110576961,0.163518675,0.338295828
DEG.wk52,ENSG00000133985,TTC9,0.178345517,1.47e-07,4.02e-06
DEG.wk52,ENSG00000133997,MED6,0.055663071,0.01260143,0.056853913
DEG.wk52,ENSG00000134001,EIF2S1,0.03250137,0.412622637,0.606892569
DEG.wk52,ENSG00000134007,ADAM20,-0.057474417,0.350639984,0.55106997
DEG.wk52,ENSG00000134013,LOXL2,-0.094387095,0.042616153,0.137542228
DEG.wk52,ENSG00000134014,ELP3,0.007241559,0.790414143,0.880619434
DEG.wk52,ENSG00000134028,ADAMDEC1,-0.078214919,0.483120799,0.667877986
DEG.wk52,ENSG00000134030,CTIF,-0.126141451,0.016634441,0.069671622
DEG.wk52,ENSG00000134046,MBD2,-0.019181526,0.536292767,0.709224775
DEG.wk52,ENSG00000134049,IER3IP1,0.089274555,0.066677867,0.188007512
DEG.wk52,ENSG00000134056,MRPS36,0.131993922,0.006697242,0.035553005
DEG.wk52,ENSG00000134057,CCNB1,-0.232407486,0.000358935,0.00346486
DEG.wk52,ENSG00000134058,CDK7,0.050044998,0.758540049,0.861475941
DEG.wk52,ENSG00000134061,CD180,-0.030513809,0.460945284,0.650558312
DEG.wk52,ENSG00000134070,IRAK2,-0.154871838,0.000829122,0.006900713
DEG.wk52,ENSG00000134072,CAMK1,-0.120825053,0.021146001,0.083393025
DEG.wk52,ENSG00000134077,THUMPD3,0.030741588,0.401375741,0.597578229
DEG.wk52,ENSG00000134086,VHL,0.099657797,1.5e-08,4.95e-07
DEG.wk52,ENSG00000134107,BHLHE40,0.053097362,0.185363493,0.36645948
DEG.wk52,ENSG00000134108,ARL8B,0.024104119,0.468306076,0.655902468
DEG.wk52,ENSG00000134109,EDEM1,-0.030881669,0.151499061,0.322184446
DEG.wk52,ENSG00000134121,CHL1,0.507967466,2.53e-06,4.94e-05
DEG.wk52,ENSG00000134146,DPH6,0.018878875,0.696851105,0.82271748
DEG.wk52,ENSG00000134152,KATNBL1,0.182646592,0.000316893,0.003137582
DEG.wk52,ENSG00000134153,EMC7,-0.024481711,0.386014821,0.583251105
DEG.wk52,ENSG00000134184,GSTM1,0.009174333,0.884199444,0.937712012
DEG.wk52,ENSG00000134186,PRPF38B,0.070482448,0.0195811,0.078719757
DEG.wk52,ENSG00000134193,REG4,0.207543104,0.060635754,0.176095403
DEG.wk52,ENSG00000134198,TSPAN2,0.224793084,0.000205599,0.002181055
DEG.wk52,ENSG00000134202,GSTM3,0.069439651,0.264215519,0.459921317
DEG.wk52,ENSG00000134215,VAV3,-0.028134608,0.509651393,0.688894414
DEG.wk52,ENSG00000134222,PSRC1,-0.020418896,0.66489578,0.801242023
DEG.wk52,ENSG00000134242,PTPN22,0.079226148,0.07653627,0.205506917
DEG.wk52,ENSG00000134243,SORT1,-0.076891858,0.157526159,0.330502139
DEG.wk52,ENSG00000134245,WNT2B,0.097967397,0.161988631,0.336552231
DEG.wk52,ENSG00000134247,PTGFRN,-0.033125171,0.643976849,0.78690427
DEG.wk52,ENSG00000134248,LAMTOR5,0.07169536,0.061150506,0.177221052
DEG.wk52,ENSG00000134250,NOTCH2,-0.062267103,0.188712327,0.37093806
DEG.wk52,ENSG00000134255,CEPT1,0.001905751,0.954278419,0.977199654
DEG.wk52,ENSG00000134256,CD101,-0.078248027,0.090131741,0.22862901
DEG.wk52,ENSG00000134262,AP4B1,0.003419641,0.876839876,0.933536363
DEG.wk52,ENSG00000134265,NAPG,0.052026945,0.083163478,0.217123064
DEG.wk52,ENSG00000134278,SPIRE1,0.177278943,5.23e-06,9.42e-05
DEG.wk52,ENSG00000134283,PPHLN1,0.032725427,0.153004557,0.324358204
DEG.wk52,ENSG00000134285,FKBP11,-0.093039099,0.010544723,0.049989493
DEG.wk52,ENSG00000134287,ARF3,-0.002573801,0.95585286,0.977780915
DEG.wk52,ENSG00000134291,TMEM106C,0.034318407,0.308001304,0.507828377
DEG.wk52,ENSG00000134294,SLC38A2,0.037632607,0.400990124,0.59724949
DEG.wk52,ENSG00000134297,PLEKHA8P1,0.01204975,0.751580816,0.857488915
DEG.wk52,ENSG00000134308,YWHAQ,0.052883657,0.05057852,0.155430022
DEG.wk52,ENSG00000134313,KIDINS220,0.005565232,0.862944677,0.924900684
DEG.wk52,ENSG00000134317,GRHL1,0.046213301,0.508473127,0.687744445
DEG.wk52,ENSG00000134318,ROCK2,-0.089364672,0.022034354,0.08578437
DEG.wk52,ENSG00000134321,RSAD2,-3.060194149,3.99e-71,6.57e-68
DEG.wk52,ENSG00000134324,LPIN1,0.02878781,0.247272357,0.440500229
DEG.wk52,ENSG00000134326,CMPK2,-2.466427972,1.78e-76,6.44e-73
DEG.wk52,ENSG00000134330,IAH1,0.0087927,0.734307366,0.846745699
DEG.wk52,ENSG00000134333,LDHA,-0.022547162,0.544173095,0.715585495
DEG.wk52,ENSG00000134352,IL6ST,-0.015330554,0.725716988,0.840534445
DEG.wk52,ENSG00000134369,NAV1,-0.020709694,0.679462473,0.811226973
DEG.wk52,ENSG00000134371,CDC73,-0.010164457,0.777980731,0.872671117
DEG.wk52,ENSG00000134375,TIMM17A,0.047739248,0.29681765,0.495306594
DEG.wk52,ENSG00000134376,CRB1,0.02025003,0.867059807,0.927235073
DEG.wk52,ENSG00000134419,RPS15A,0.398234013,5.62e-05,0.000734914
DEG.wk52,ENSG00000134440,NARS1,0.080709535,0.016395334,0.068877128
DEG.wk52,ENSG00000134444,RELCH,0.016296412,0.55943872,0.726784984
DEG.wk52,ENSG00000134452,FBH1,-0.072625034,0.000590426,0.005198211
DEG.wk52,ENSG00000134453,RBM17,0.012582445,0.586008569,0.746109849
DEG.wk52,ENSG00000134460,IL2RA,-0.107685961,0.010200216,0.04884189
DEG.wk52,ENSG00000134461,ANKRD16,0.005444903,0.910670478,0.95394799
DEG.wk52,ENSG00000134463,ECHDC3,0.225362816,0.059666022,0.174073623
DEG.wk52,ENSG00000134470,IL15RA,-0.301050735,9.98e-14,6.7e-12
DEG.wk52,ENSG00000134480,CCNH,0.005759653,0.885239684,0.938156275
DEG.wk52,ENSG00000134489,HRH4,0.329960734,1.81e-05,0.000275654
DEG.wk52,ENSG00000134490,TMEM241,-0.070491411,0.110848871,0.2631644
DEG.wk52,ENSG00000134504,KCTD1,-0.098146059,0.051540314,0.157746444
DEG.wk52,ENSG00000134508,CABLES1,-0.268885811,0.029977423,0.107519995
DEG.wk52,ENSG00000134516,DOCK2,-0.035807084,0.234572946,0.427158514
DEG.wk52,ENSG00000134531,EMP1,-0.495493473,9.75e-12,5.29e-10
DEG.wk52,ENSG00000134532,SOX5,-0.170498129,0.023897115,0.090983784
DEG.wk52,ENSG00000134539,KLRD1,0.194126781,0.000581296,0.00514031
DEG.wk52,ENSG00000134545,KLRC1,0.060999585,0.40532598,0.600771925
DEG.wk52,ENSG00000134548,SPX,0.301099895,0.003297708,0.020504864
DEG.wk52,ENSG00000134571,MYBPC3,-0.291303364,1.71e-05,0.000264258
DEG.wk52,ENSG00000134574,DDB2,-0.152032549,1.59e-07,4.29e-06
DEG.wk52,ENSG00000134575,ACP2,-0.176767994,7.5e-07,1.69e-05
DEG.wk52,ENSG00000134590,RTL8C,-0.078483917,0.115965255,0.271084307
DEG.wk52,ENSG00000134594,RAB33A,0.103314649,0.042239761,0.136668256
DEG.wk52,ENSG00000134597,RBMX2,0.014505536,0.744350883,0.853114912
DEG.wk52,ENSG00000134602,STK26,0.077447719,0.037833665,0.126672633
DEG.wk52,ENSG00000134627,PIWIL4,-0.181301477,7.47e-05,0.000939551
DEG.wk52,ENSG00000134644,PUM1,-0.04476259,0.084558446,0.219207066
DEG.wk52,ENSG00000134668,SPOCD1,0.056802289,0.655195083,0.794238289
DEG.wk52,ENSG00000134684,YARS1,-0.069794884,0.008133529,0.041222773
DEG.wk52,ENSG00000134686,PHC2,-0.04872942,0.567440241,0.733341635
DEG.wk52,ENSG00000134690,CDCA8,-0.187442609,0.002312238,0.015601638
DEG.wk52,ENSG00000134697,GNL2,0.005614071,0.890717687,0.941163837
DEG.wk52,ENSG00000134698,AGO4,0.042075445,0.329932119,0.530344222
DEG.wk52,ENSG00000134709,HOOK1,0.189830151,0.007281423,0.037986344
DEG.wk52,ENSG00000134716,CYP2J2,-0.655853701,1.75e-14,1.29e-12
DEG.wk52,ENSG00000134717,BTF3L4,0.083986572,0.009028159,0.044633346
DEG.wk52,ENSG00000134744,TUT4,0.091969006,0.004245787,0.024960877
DEG.wk52,ENSG00000134748,PRPF38A,0.012453848,0.602547537,0.758696189
DEG.wk52,ENSG00000134755,DSC2,0.056265829,0.413809833,0.60784924
DEG.wk52,ENSG00000134757,DSG3,0.061750788,0.620659035,0.771364364
DEG.wk52,ENSG00000134758,RNF138,-0.03174443,0.508206417,0.68770541
DEG.wk52,ENSG00000134759,ELP2,0.081765817,0.005172982,0.029081373
DEG.wk52,ENSG00000134765,DSC1,0.346679441,2.87e-06,5.54e-05
DEG.wk52,ENSG00000134769,DTNA,0.189924558,0.017028788,0.070897198
DEG.wk52,ENSG00000134779,TPGS2,0.046743781,0.235283464,0.427824744
DEG.wk52,ENSG00000134780,DAGLA,-0.319345867,3.81e-05,0.000522782
DEG.wk52,ENSG00000134802,SLC43A3,-0.166091382,7.02e-06,0.00012177
DEG.wk52,ENSG00000134809,TIMM10,-0.80229916,1.35e-25,2.13e-23
DEG.wk52,ENSG00000134815,DHX34,-0.128740261,0.017679505,0.072803397
DEG.wk52,ENSG00000134824,FADS2,-0.104554626,0.052024731,0.158799883
DEG.wk52,ENSG00000134825,TMEM258,0.009551523,0.826819582,0.903160368
DEG.wk52,ENSG00000134827,TCN1,-0.242930583,0.005257626,0.029431921
DEG.wk52,ENSG00000134830,C5AR2,-0.020574973,0.704239299,0.82745035
DEG.wk52,ENSG00000134851,TMEM165,0.024907034,0.462370598,0.651734673
DEG.wk52,ENSG00000134852,CLOCK,0.04806044,0.243605842,0.436802994
DEG.wk52,ENSG00000134853,PDGFRA,0.11647417,0.476472981,0.662371382
DEG.wk52,ENSG00000134864,GGACT,-0.046188138,0.235467716,0.427927737
DEG.wk52,ENSG00000134882,UBAC2,-0.000364955,0.981565988,0.990200665
DEG.wk52,ENSG00000134884,ARGLU1,0.049269344,0.170524084,0.347433472
DEG.wk52,ENSG00000134897,BIVM,-0.005799931,0.881757673,0.93588936
DEG.wk52,ENSG00000134899,ERCC5,0.014375749,0.541285934,0.713257844
DEG.wk52,ENSG00000134900,TPP2,0.030816734,0.357489386,0.556762669
DEG.wk52,ENSG00000134901,POGLUT2,-0.022723084,0.783241505,0.87629224
DEG.wk52,ENSG00000134905,CARS2,0.023044066,0.54446662,0.715698686
DEG.wk52,ENSG00000134909,ARHGAP32,0.136916318,0.001702492,0.012226497
DEG.wk52,ENSG00000134910,STT3A,0.074345632,0.008302722,0.041951207
DEG.wk52,ENSG00000134954,ETS1,0.074401799,0.020253665,0.08068957
DEG.wk52,ENSG00000134955,SLC37A2,-0.122227667,0.010049198,0.048348756
DEG.wk52,ENSG00000134970,TMED7,0.060603538,0.188882682,0.371189297
DEG.wk52,ENSG00000134982,APC,0.026939042,0.514713438,0.692874649
DEG.wk52,ENSG00000134986,NREP,0.005778926,0.867338949,0.927376043
DEG.wk52,ENSG00000134987,WDR36,0.050587775,0.165343704,0.340709947
DEG.wk52,ENSG00000134996,OSTF1,-0.058226576,0.196644728,0.381192449
DEG.wk52,ENSG00000135002,RFK,0.063065284,0.169303237,0.345742986
DEG.wk52,ENSG00000135018,UBQLN1,0.055024832,0.03315616,0.115293436
DEG.wk52,ENSG00000135040,NAA35,0.046556764,0.087449589,0.223957471
DEG.wk52,ENSG00000135045,C9orf40,0.009514994,0.862291201,0.924654151
DEG.wk52,ENSG00000135046,ANXA1,0.159047658,0.020177156,0.080455523
DEG.wk52,ENSG00000135047,CTSL,-0.388510498,1.69e-07,4.51e-06
DEG.wk52,ENSG00000135048,CEMIP2,-0.003863645,0.894348469,0.943750464
DEG.wk52,ENSG00000135049,AGTPBP1,0.167079766,0.000594813,0.005229217
DEG.wk52,ENSG00000135052,GOLM1,-0.078169443,0.070677826,0.195722379
DEG.wk52,ENSG00000135070,ISCA1,0.345920725,1.67e-05,0.00025842
DEG.wk52,ENSG00000135074,ADAM19,-0.039521559,0.466089304,0.654453821
DEG.wk52,ENSG00000135077,HAVCR2,-0.158976037,1.86e-06,3.76e-05
DEG.wk52,ENSG00000135083,CCNJL,0.03804661,0.615932132,0.767957723
DEG.wk52,ENSG00000135090,TAOK3,0.021052942,0.44163375,0.633341547
DEG.wk52,ENSG00000135093,USP30,0.032225751,0.239788828,0.432402951
DEG.wk52,ENSG00000135108,FBXO21,0.042608653,0.100764363,0.246552574
DEG.wk52,ENSG00000135114,OASL,-1.718564161,1.74e-57,1.31e-54
DEG.wk52,ENSG00000135116,HRK,-0.010766659,0.912215401,0.954903857
DEG.wk52,ENSG00000135119,RNFT2,-0.091116362,0.08213896,0.215535963
DEG.wk52,ENSG00000135124,P2RX4,-0.078926502,0.006494252,0.034803123
DEG.wk52,ENSG00000135127,BICDL1,-0.044605668,0.354290669,0.554208118
DEG.wk52,ENSG00000135144,DTX1,-0.101653118,0.095722989,0.238394847
DEG.wk52,ENSG00000135148,TRAFD1,-0.361084766,1.72e-11,9.22e-10
DEG.wk52,ENSG00000135164,DMTF1,0.013266893,0.611284285,0.76437957
DEG.wk52,ENSG00000135185,TMEM243,0.078652254,0.022616006,0.087538214
DEG.wk52,ENSG00000135205,CCDC146,-0.002643527,0.955202181,0.977593104
DEG.wk52,ENSG00000135211,TMEM60,-0.154444066,0.000605405,0.005291523
DEG.wk52,ENSG00000135218,CD36,0.015545026,0.748634615,0.855427294
DEG.wk52,ENSG00000135241,PNPLA8,0.181588559,0.005429032,0.030211497
DEG.wk52,ENSG00000135245,HILPDA,0.161363797,0.001712516,0.012264459
DEG.wk52,ENSG00000135249,RINT1,0.046458536,0.1684232,0.344508914
DEG.wk52,ENSG00000135250,SRPK2,0.059335294,0.089512078,0.227507904
DEG.wk52,ENSG00000135269,TES,0.067049093,0.01310064,0.058408096
DEG.wk52,ENSG00000135272,MDFIC,0.093772197,0.023325668,0.089560878
DEG.wk52,ENSG00000135297,MTO1,0.035717921,0.139337905,0.30594529
DEG.wk52,ENSG00000135298,ADGRB3,0.180311435,0.139329151,0.30594529
DEG.wk52,ENSG00000135299,ANKRD6,-0.011839302,0.756916076,0.860508461
DEG.wk52,ENSG00000135315,CEP162,-0.07108291,0.250129055,0.443626502
DEG.wk52,ENSG00000135316,SYNCRIP,0.065393719,0.096269132,0.239010254
DEG.wk52,ENSG00000135317,SNX14,0.074028356,0.041503159,0.134979969
DEG.wk52,ENSG00000135318,NT5E,0.197512902,0.000199236,0.002129772
DEG.wk52,ENSG00000135334,AKIRIN2,-0.172097786,3.37e-05,0.000470519
DEG.wk52,ENSG00000135336,ORC3,0.017641113,0.687437468,0.816337625
DEG.wk52,ENSG00000135338,LCA5,0.040501205,0.715975717,0.83513207
DEG.wk52,ENSG00000135341,MAP3K7,0.082295025,0.01453101,0.063047744
DEG.wk52,ENSG00000135362,PRR5L,0.16351571,1.79e-05,0.000273794
DEG.wk52,ENSG00000135363,LMO2,-0.324997544,1.13e-14,8.33e-13
DEG.wk52,ENSG00000135365,PHF21A,-0.087496227,0.043048554,0.138444577
DEG.wk52,ENSG00000135372,NAT10,-0.017219583,0.601192078,0.757481088
DEG.wk52,ENSG00000135378,PRRG4,-0.243232665,0.000217626,0.002289875
DEG.wk52,ENSG00000135387,CAPRIN1,0.02083831,0.322412771,0.522288511
DEG.wk52,ENSG00000135390,ATP5MC2,0.028744779,0.358459277,0.557456325
DEG.wk52,ENSG00000135392,DNAJC14,-0.040027424,0.058158295,0.171177736
DEG.wk52,ENSG00000135404,CD63,-0.021724463,0.641164077,0.784958246
DEG.wk52,ENSG00000135407,AVIL,0.108602453,0.046250229,0.145791215
DEG.wk52,ENSG00000135414,GDF11,0.118080502,0.001123201,0.008802453
DEG.wk52,ENSG00000135423,GLS2,0.12858323,0.079928616,0.211667142
DEG.wk52,ENSG00000135424,ITGA7,-0.225757112,0.013984694,0.061190212
DEG.wk52,ENSG00000135426,TESPA1,0.002510399,0.951778189,0.975521496
DEG.wk52,ENSG00000135437,RDH5,-0.235732035,1.8e-05,0.000275204
DEG.wk52,ENSG00000135439,AGAP2,-0.056198301,0.147631145,0.316951836
DEG.wk52,ENSG00000135441,BLOC1S1,-0.001878879,0.96492149,0.982324557
DEG.wk52,ENSG00000135446,CDK4,-0.011097393,0.753414819,0.85845322
DEG.wk52,ENSG00000135451,TROAP,-0.273527175,0.005056834,0.028570246
DEG.wk52,ENSG00000135452,TSPAN31,0.043355731,0.062343626,0.179587308
DEG.wk52,ENSG00000135457,TFCP2,-0.031302604,0.313796805,0.513844041
DEG.wk52,ENSG00000135469,COQ10A,0.13607433,0.000198384,0.002122602
DEG.wk52,ENSG00000135473,PAN2,0.021115219,0.527108809,0.702311111
DEG.wk52,ENSG00000135476,ESPL1,-0.427560572,6.73e-08,1.96e-06
DEG.wk52,ENSG00000135482,ZC3H10,0.036606929,0.103928405,0.251177642
DEG.wk52,ENSG00000135486,HNRNPA1,0.086478501,0.03330938,0.115619282
DEG.wk52,ENSG00000135503,ACVR1B,-0.105485482,0.023938633,0.091065314
DEG.wk52,ENSG00000135506,OS9,-0.106238924,0.007174125,0.03756878
DEG.wk52,ENSG00000135519,KCNH3,0.224739628,0.000987856,0.007951564
DEG.wk52,ENSG00000135521,LTV1,-0.036563565,0.517919035,0.69522707
DEG.wk52,ENSG00000135525,MAP7,0.313429279,1.07e-07,3.01e-06
DEG.wk52,ENSG00000135535,CD164,-0.166261687,2.38e-05,0.000349365
DEG.wk52,ENSG00000135537,AFG1L,0.058358564,0.117142046,0.273130451
DEG.wk52,ENSG00000135540,NHSL1,-0.373823279,1.19e-08,4.03e-07
DEG.wk52,ENSG00000135541,AHI1,0.040711739,0.402782639,0.598512965
DEG.wk52,ENSG00000135549,PKIB,0.063798804,0.586601723,0.74644544
DEG.wk52,ENSG00000135587,SMPD2,0.057893626,0.075051003,0.203003881
DEG.wk52,ENSG00000135596,MICAL1,-0.057611162,0.174956018,0.353368803
DEG.wk52,ENSG00000135597,REPS1,0.047863096,0.033147272,0.115293436
DEG.wk52,ENSG00000135604,STX11,-0.021486437,0.706672164,0.82896497
DEG.wk52,ENSG00000135605,TEC,0.074582765,0.049201817,0.15218295
DEG.wk52,ENSG00000135617,PRADC1,0.127351184,0.008054835,0.040904025
DEG.wk52,ENSG00000135622,SEMA4F,0.069882289,0.081676272,0.214601563
DEG.wk52,ENSG00000135624,CCT7,0.044053296,0.079757081,0.211305533
DEG.wk52,ENSG00000135631,RAB11FIP5,0.149534455,0.00214253,0.014715887
DEG.wk52,ENSG00000135632,SMYD5,-0.005366471,0.886710113,0.938980597
DEG.wk52,ENSG00000135636,DYSF,-0.113007587,0.151007164,0.321629106
DEG.wk52,ENSG00000135637,CCDC142,0.04825215,0.133690465,0.297584463
DEG.wk52,ENSG00000135643,KCNMB4,0.197107653,0.004264444,0.0250543
DEG.wk52,ENSG00000135655,USP15,-0.006862613,0.900688228,0.947022702
DEG.wk52,ENSG00000135677,GNS,-0.034372714,0.476398937,0.662371382
DEG.wk52,ENSG00000135678,CPM,-0.081081456,0.112815633,0.266090399
DEG.wk52,ENSG00000135679,MDM2,0.046759904,0.324457964,0.524690412
DEG.wk52,ENSG00000135686,KLHL36,0.051309676,0.015064011,0.064734558
DEG.wk52,ENSG00000135698,MPHOSPH6,0.03170943,0.476614731,0.662507273
DEG.wk52,ENSG00000135709,KIAA0513,-0.024110394,0.599583932,0.756588987
DEG.wk52,ENSG00000135720,DYNC1LI2,-0.022991988,0.228224945,0.419477355
DEG.wk52,ENSG00000135722,FBXL8,-0.088993756,0.117196095,0.273186164
DEG.wk52,ENSG00000135723,FHOD1,-0.05302321,0.219684238,0.408868243
DEG.wk52,ENSG00000135736,CCDC102A,-0.000959335,0.988873016,0.994632744
DEG.wk52,ENSG00000135740,SLC9A5,-0.143147029,0.135775467,0.300563919
DEG.wk52,ENSG00000135749,PCNX2,0.045541987,0.217169019,0.405867504
DEG.wk52,ENSG00000135763,URB2,-0.002298699,0.943755507,0.97130963
DEG.wk52,ENSG00000135766,EGLN1,0.055621649,0.280694396,0.477191007
DEG.wk52,ENSG00000135775,COG2,0.032578579,0.166526422,0.342019072
DEG.wk52,ENSG00000135776,ABCB10,0.032729137,0.425660434,0.619282271
DEG.wk52,ENSG00000135778,NTPCR,0.034781239,0.14883039,0.318402939
DEG.wk52,ENSG00000135801,TAF5L,0.025375062,0.189703739,0.372061165
DEG.wk52,ENSG00000135821,GLUL,-0.007549157,0.904238451,0.94957091
DEG.wk52,ENSG00000135823,STX6,-0.027308549,0.258219523,0.452780925
DEG.wk52,ENSG00000135828,RNASEL,-0.107475463,0.00515434,0.028994561
DEG.wk52,ENSG00000135829,DHX9,0.108884942,0.00047928,0.004383684
DEG.wk52,ENSG00000135835,KIAA1614,-0.158964463,0.124007774,0.283747712
DEG.wk52,ENSG00000135837,CEP350,0.017606082,0.570840814,0.735657393
DEG.wk52,ENSG00000135838,NPL,-0.049450439,0.319928007,0.520158267
DEG.wk52,ENSG00000135842,NIBAN1,0.058970975,0.382507301,0.580307124
DEG.wk52,ENSG00000135845,PIGC,0.141960438,2.53e-05,0.000370018
DEG.wk52,ENSG00000135862,LAMC1,0.145091364,0.014384549,0.062532062
DEG.wk52,ENSG00000135870,RC3H1,-0.010434899,0.779401425,0.873542024
DEG.wk52,ENSG00000135898,GPR55,-0.091251091,0.040100934,0.131676118
DEG.wk52,ENSG00000135899,SP110,-0.498421223,9.41e-25,1.38e-22
DEG.wk52,ENSG00000135900,MRPL44,-0.086352859,0.010679234,0.050455554
DEG.wk52,ENSG00000135905,DOCK10,0.037449708,0.269552755,0.46576639
DEG.wk52,ENSG00000135912,TTLL4,0.066971007,0.087579594,0.224163676
DEG.wk52,ENSG00000135913,USP37,0.051229091,0.102343331,0.249241777
DEG.wk52,ENSG00000135919,SERPINE2,0.106262034,0.098657021,0.243095836
DEG.wk52,ENSG00000135924,DNAJB2,-0.029925716,0.617837382,0.769493781
DEG.wk52,ENSG00000135925,WNT10A,-0.081791015,0.319117923,0.519637918
DEG.wk52,ENSG00000135926,TMBIM1,-0.029196962,0.456924778,0.647101771
DEG.wk52,ENSG00000135929,CYP27A1,-0.102641735,0.055444786,0.165584981
DEG.wk52,ENSG00000135930,EIF4E2,0.027805722,0.096407885,0.239239669
DEG.wk52,ENSG00000135931,ARMC9,0.109910801,0.238607379,0.431047655
DEG.wk52,ENSG00000135932,CAB39,0.081531214,0.03775415,0.126538556
DEG.wk52,ENSG00000135940,COX5B,-0.020218245,0.678530186,0.810648057
DEG.wk52,ENSG00000135945,REV1,0.074426187,0.00215295,0.014770654
DEG.wk52,ENSG00000135951,TSGA10,0.140112162,0.00439131,0.025616919
DEG.wk52,ENSG00000135953,MFSD9,-0.037089069,0.249483239,0.442697757
DEG.wk52,ENSG00000135956,TMEM127,-0.085057593,0.042362569,0.136967772
DEG.wk52,ENSG00000135960,EDAR,0.095052795,0.073649214,0.200548557
DEG.wk52,ENSG00000135966,TGFBRAP1,0.017979499,0.469139403,0.656396668
DEG.wk52,ENSG00000135968,GCC2,0.034097701,0.462153676,0.651515661
DEG.wk52,ENSG00000135972,MRPS9,0.054201739,0.259229008,0.453907831
DEG.wk52,ENSG00000135974,C2orf49,0.044098413,0.166304578,0.341834674
DEG.wk52,ENSG00000135976,ANKRD36,0.046672577,0.356472569,0.556324417
DEG.wk52,ENSG00000135999,EPC2,-0.011039911,0.693912872,0.820692385
DEG.wk52,ENSG00000136003,ISCU,0.030358132,0.396333368,0.593092525
DEG.wk52,ENSG00000136014,USP44,0.137595532,0.046840605,0.147157037
DEG.wk52,ENSG00000136021,SCYL2,0.032049376,0.417533724,0.611287455
DEG.wk52,ENSG00000136026,CKAP4,-0.05775769,0.286906613,0.48438883
DEG.wk52,ENSG00000136040,PLXNC1,-0.021290213,0.694994952,0.821275258
DEG.wk52,ENSG00000136044,APPL2,0.003880868,0.88464859,0.937913857
DEG.wk52,ENSG00000136045,PWP1,0.047035621,0.247919631,0.440989385
DEG.wk52,ENSG00000136048,DRAM1,-0.071815292,0.069151284,0.193029135
DEG.wk52,ENSG00000136051,WASHC4,-0.008077175,0.885508467,0.93822162
DEG.wk52,ENSG00000136052,SLC41A2,0.058275245,0.358041399,0.557236909
DEG.wk52,ENSG00000136059,VILL,-0.05856535,0.136524738,0.30181695
DEG.wk52,ENSG00000136068,FLNB,-0.029197362,0.468181031,0.655866097
DEG.wk52,ENSG00000136098,NEK3,-0.012742435,0.746831845,0.854320467
DEG.wk52,ENSG00000136100,VPS36,0.03091899,0.258724954,0.453193874
DEG.wk52,ENSG00000136104,RNASEH2B,-0.028867445,0.296045406,0.494382185
DEG.wk52,ENSG00000136108,CKAP2,0.025416336,0.54558616,0.71661022
DEG.wk52,ENSG00000136111,TBC1D4,0.130705591,0.004115763,0.02441831
DEG.wk52,ENSG00000136114,THSD1,-0.218409143,0.005728108,0.03150807
DEG.wk52,ENSG00000136122,BORA,0.029715586,0.505395374,0.685680178
DEG.wk52,ENSG00000136141,LRCH1,0.004306164,0.858926013,0.922652266
DEG.wk52,ENSG00000136143,SUCLA2,0.024723546,0.606318653,0.761375541
DEG.wk52,ENSG00000136146,MED4,0.045731108,0.20322602,0.388297615
DEG.wk52,ENSG00000136147,PHF11,-0.530764315,4.1e-33,1.11e-30
DEG.wk52,ENSG00000136152,COG3,0.011117534,0.62675099,0.775954983
DEG.wk52,ENSG00000136153,LMO7,0.110160415,0.002711032,0.017688583
DEG.wk52,ENSG00000136156,ITM2B,-0.028529833,0.558999106,0.726442896
DEG.wk52,ENSG00000136158,SPRY2,0.219670216,0.000558843,0.004995405
DEG.wk52,ENSG00000136159,NUDT15,0.032514952,0.570426604,0.735365325
DEG.wk52,ENSG00000136161,RCBTB2,-0.076539619,0.034058331,0.117316886
DEG.wk52,ENSG00000136167,LCP1,0.016314064,0.723542406,0.839499063
DEG.wk52,ENSG00000136169,SETDB2,-0.007926212,0.812435909,0.893778157
DEG.wk52,ENSG00000136193,SCRN1,0.030120304,0.382340568,0.580154824
DEG.wk52,ENSG00000136197,C7orf25,0.08523767,0.196008047,0.380202312
DEG.wk52,ENSG00000136205,TNS3,-0.225136179,2.89e-06,5.57e-05
DEG.wk52,ENSG00000136213,CHST12,-0.179069816,0.000568024,0.005050062
DEG.wk52,ENSG00000136231,IGF2BP3,0.01350499,0.834086473,0.907970029
DEG.wk52,ENSG00000136235,GPNMB,-0.376109858,0.00031678,0.003137582
